English Word	Valence	Arousal	Dominance	Khmer Word
alleyway	0.357	0.471	0.382	ផ្លូវលំ
alliance	0.696	0.473	0.769	សម្ព័ន្ធភាព
allied	0.714	0.245	0.642	សម្ព័ន្ធមិត្ត
alligator	0.354	0.704	0.645	សត្វក្រពើ
allocate	0.673	0.462	0.672	បែងចែក
allocation	0.604	0.388	0.679	ការបែងចែក
allot	0.622	0.481	0.616	បែងចែក
allotment	0.600	0.390	0.640	ការបែងចែក
allow	0.698	0.429	0.538	អនុញ្ញាត
allowable	0.698	0.500	0.561	អនុញ្ញាត
allowance	0.673	0.382	0.591	ប្រាក់ឧបត្ថម្ភ
allowed	0.730	0.360	0.655	អនុញ្ញាត
alloy	0.583	0.443	0.593	យ៉ាន់ស្ព័រ
allsmiles	0.786	0.528	0.430	ញញឹម
allure	0.804	0.585	0.686	ទាក់ទាញ
alluring	0.837	0.745	0.843	ទាក់ទាញ
allusion	0.440	0.308	0.462	ការនិយាយ
alluvial	0.323	0.490	0.491	alluvial
ally	0.792	0.320	0.688	សម្ព័ន្ធមិត្ត
almanac	0.688	0.190	0.412	អាល់ម៉ាណាក
almighty	0.938	0.874	0.958	ដ៏មហិមា
almond	0.698	0.183	0.314	អាល់ម៉ុន
aloft	0.771	0.373	0.700	ខ្ពស់
aloha	0.698	0.440	0.441	អាឡូហា
alone	0.333	0.167	0.216	តែម្នាក់ឯង
alongside	0.458	0.333	0.347	នៅជាប់គ្នា។
aloof	0.189	0.423	0.302	ឆ្ងាយ
aloud	0.458	0.713	0.750	ឮៗ
alpha	0.708	0.340	0.755	អាល់ហ្វា
alphabet	0.562	0.204	0.672	អក្ខរក្រម
alphabetical	0.537	0.296	0.535	អក្ខរក្រម
alpine	0.594	0.337	0.474	ភ្នំអាល់ផែន
alreadyyyyy	0.592	0.717	0.351	រួចហើយ
altar	0.724	0.387	0.635	អាសនៈ
altar boy	0.434	0.206	0.350	អាសនៈក្មេងប្រុស
alter	0.333	0.694	0.654	ផ្លាស់ប្តូរ
alteration	0.167	0.798	0.609	ការផ្លាស់ប្តូរ
altercation	0.170	0.806	0.500	ជម្លោះ
altered	0.255	0.765	0.500	បានផ្លាស់ប្តូរ
alternate	0.625	0.363	0.589	ឆ្លាស់គ្នា។
alternating	0.480	0.494	0.542	ឆ្លាស់គ្នា។
alternative	0.628	0.373	0.631	ជំនួស
altimeter	0.615	0.510	0.580	ឧបករណ៍វាស់ស្ទង់
altitude	0.708	0.482	0.736	កម្ពស់
alto	0.656	0.404	0.730	អាល់តូ
altogether	0.833	0.324	0.644	ទាំងអស់គ្នា
aluminum	0.449	0.280	0.434	អាលុយមីញ៉ូម
alumnus	0.633	0.368	0.422	អតីតនិស្សិត
alveolar	0.469	0.481	0.367	alveolar
alzheimers	0.194	0.518	0.319	អាល់ហ្សៃមឺរ
amalgam	0.438	0.333	0.510	អាម៉ាល់ហ្គាំ
amalgamation	0.406	0.470	0.531	ការ​រួម​បញ្ចូល​គ្នា
amaretto	0.543	0.551	0.375	amaretto
amass	0.552	0.465	0.465	ហ្វូង
amateur	0.469	0.500	0.409	ស្ម័គ្រចិត្ត
amaze	0.896	0.843	0.783	ភ្ញាក់ផ្អើល
amazed	0.796	0.779	0.533	ភ្ញាក់ផ្អើល
amazedness	0.827	0.872	0.510	ភាពអស្ចារ្យ
amazement	0.750	0.800	0.639	ការភ្ញាក់ផ្អើល
amazing	0.906	0.837	0.849	អស្ចារ្យ
amazingly	0.918	0.765	0.920	អស្ចារ្យណាស់។
ambassador	0.651	0.529	0.917	ឯកអគ្គរដ្ឋទូត
amber	0.635	0.308	0.369	ពណ៌លឿងខ្ចី
ambience	0.735	0.356	0.426	បរិយាកាស
ambient	0.625	0.360	0.582	បរិយាកាស
ambiguity	0.164	0.460	0.370	ភាពមិនច្បាស់លាស់
ambiguous	0.265	0.462	0.358	មិនច្បាស់លាស់
ambit	0.479	0.380	0.386	មហិច្ឆតា
ambition	0.510	0.804	0.661	មហិច្ឆតា
ambitious	0.484	0.821	0.717	មានមហិច្ឆតា
ambivalent	0.510	0.404	0.482	ambivalent
ambrosia	0.571	0.452	0.480	ambrosia
ambulance	0.500	0.750	0.609	រថយន្តសង្គ្រោះ
ambush	0.281	0.830	0.500	ការ​វាយឆ្មក់
ameliorate	0.770	0.548	0.747	សម្រួល
amen	0.781	0.182	0.542	អាម៉ែន
amenable	0.448	0.410	0.406	អាម៉ែន
amend	0.688	0.406	0.658	កែប្រែ
amendment	0.531	0.459	0.606	វិសោធនកម្ម
amends	0.640	0.366	0.517	កែប្រែ
amenity	0.750	0.327	0.574	ភាពរីករាយ
amethyst	0.622	0.406	0.517	អាមេទីស
amiable	0.847	0.290	0.483	គួរឲ្យស្រលាញ់
amicable	0.875	0.330	0.507	មិត្តភាព
amid	0.510	0.340	0.256	កណ្តាល
amidst	0.480	0.330	0.316	កណ្តាល
amino	0.551	0.402	0.433	អាមីណូ
ammo	0.323	0.765	0.621	គ្រាប់កាំភ្លើង
ammonia	0.292	0.587	0.409	អាម៉ូញាក់
ammonium	0.354	0.396	0.368	អាម៉ូញ៉ូម
ammunition	0.338	0.635	0.667	គ្រាប់រំសេវ
amnesia	0.296	0.330	0.308	ភាពភ្លេចភ្លាំង
amnesty	0.551	0.451	0.814	ការលើកលែងទោស
amorous	0.844	0.670	0.636	ស្នេហា
amorphous	0.327	0.402	0.349	amorphous
amortization	0.592	0.491	0.522	រំលស់
amount	0.562	0.422	0.649	ចំនួនទឹកប្រាក់
amour	0.865	0.480	0.652	ស្នេហា
amp	0.439	0.393	0.375	amp
ampersand	0.480	0.448	0.483	ampersand
amphetamines	0.133	0.667	0.526	អំហ្វេតាមីន
amphibian	0.427	0.357	0.474	amphibian
amphibious	0.479	0.346	0.445	amphibious
amphitheater	0.653	0.480	0.545	មហោស្រព
ample	0.744	0.349	0.719	គ្រប់គ្រាន់
amplification	0.690	0.677	0.810	ការពង្រីក
amplify	0.677	0.735	0.827	ពង្រីក
amplitude	0.694	0.439	0.692	ទំហំ
amply	0.781	0.431	0.766	យ៉ាងទូលំទូលាយ
amputate	0.092	0.660	0.509	ដាច់សរសៃឈាមខួរក្បាល
amputation	0.100	0.755	0.483	ការកាត់ចេញ
amuck	0.385	0.602	0.321	អាម៉ុក
amulet	0.781	0.260	0.630	amulet
amuse	0.812	0.684	0.664	កម្សាន្ត
amused	0.942	0.847	0.596	សប្បាយ
amusement	0.929	0.837	0.803	ការកម្សាន្ត
amusing	0.960	0.829	0.632	សប្បាយ
ana	0.541	0.300	0.314	អាណា
anaconda	0.146	0.830	0.540	អាណាខុនដា
anaesthesia	0.350	0.217	0.473	ការប្រើថ្នាំសន្លប់
anaesthetic	0.449	0.268	0.509	ថ្នាំស្ពឹក
anagram	0.552	0.327	0.449	អាណាក្រាម
anal	0.333	0.798	0.334	រន្ធគូថ
analgesic	0.417	0.321	0.441	ថ្នាំបំបាត់ការឈឺចាប់
analogous	0.531	0.270	0.500	ស្រដៀងគ្នា
analogue	0.570	0.320	0.446	អាណាឡូក
analogy	0.510	0.367	0.509	ភាពស្រដៀងគ្នា
analysis	0.729	0.448	0.705	ការវិភាគ
analyst	0.604	0.415	0.755	អ្នកវិភាគ
analytic	0.665	0.521	0.634	វិភាគ
analytical	0.625	0.324	0.800	វិភាគ
analyze	0.667	0.462	0.710	វិភាគ
analyzer	0.625	0.556	0.854	អ្នកវិភាគ
anaphylactic	0.378	0.588	0.500	អាណាហ្វីឡាក់ទិច
anarchism	0.125	0.804	0.623	ភាពអនាធិបតេយ្យ
anarchist	0.204	0.700	0.759	អនាធិបតេយ្យនិយម
anarchy	0.146	0.755	0.620	ភាពអនាធិបតេយ្យ
anastomosis	0.375	0.470	0.490	anastomosis
anathema	0.286	0.490	0.519	ភាពស្លេកស្លាំង
anatomic	0.562	0.442	0.546	កាយវិភាគសាស្ត្រ
anatomy	0.562	0.390	0.571	កាយវិភាគសាស្ត្រ
ancestor	0.592	0.388	0.594	បុព្វបុរស
ancestral	0.640	0.481	0.750	ដូនតា
ancestry	0.708	0.519	0.717	ពូជពង្ស
anchor	0.520	0.284	0.564	យុថ្កា
anchorage	0.500	0.325	0.639	យុថ្កា
ancient	0.420	0.217	0.439	បុរាណ
ancillary	0.449	0.442	0.278	បន្ថែម
androgen	0.255	0.523	0.527	អង់ដ្រូសែន
android	0.663	0.436	0.500	ប្រព័ន្ធប្រតិបត្តិការ Android
anecdote	0.583	0.529	0.500	អក្ខរាវិរុទ្ធ
anemia	0.188	0.327	0.310	ភាពស្លេកស្លាំង
anemic	0.167	0.279	0.155	ស្លេកស្លាំង
anemone	0.552	0.538	0.327	ផ្កាភ្លើង
anesthesia	0.365	0.216	0.394	ការប្រើថ្នាំសន្លប់
anesthesiologist	0.419	0.224	0.526	គ្រូពេទ្យឯកទេសខាងថ្នាំស្ពឹក
anesthetic	0.350	0.264	0.482	ថ្នាំស្ពឹក
aneurysm	0.115	0.690	0.536	សរសៃឈាមអារទែ
anew	0.771	0.358	0.385	ថ្មី
angel	0.906	0.158	0.704	ទេវតា
angelic	0.927	0.298	0.668	ទេវតា
anger	0.167	0.865	0.657	កំហឹង
angered	0.010	0.860	0.547	ខឹង
angermanagement	0.260	0.632	0.482	ការគ្រប់គ្រង​កំហឹង
angina	0.230	0.630	0.464	ឈឺទ្រូង
angiogram	0.347	0.520	0.465	Angiogram
angiography	0.378	0.536	0.520	angiography
angle	0.541	0.330	0.455	មុំ
angling	0.625	0.408	0.500	មុំ
angora	0.529	0.425	0.405	angora
angriest	0.094	0.892	0.430	ខឹងបំផុត។
angry	0.122	0.830	0.604	ខឹង
angrytweet	0.265	0.644	0.471	ធ្វីតខឹង
angst	0.167	0.888	0.333	កំហឹង
anguish	0.153	0.792	0.265	ទុក្ខព្រួយ
anguished	0.135	0.720	0.307	តានតឹង
angular	0.449	0.281	0.444	ជ្រុង
anhydrous	0.456	0.365	0.355	គ្មានជាតិទឹក។
animal	0.521	0.510	0.513	សត្វ
animate	0.827	0.755	0.635	ចលនា
animated	0.823	0.676	0.538	មានចលនា
animation	0.888	0.750	0.549	ចលនា
animosity	0.510	0.724	0.545	ភាពច្របូកច្របល់
animus	0.698	0.676	0.466	សត្វ
ankle	0.500	0.274	0.234	កជើង
anklet	0.410	0.276	0.302	កជើង
annals	0.427	0.610	0.424	ប្រវត្តិរូប
annex	0.594	0.350	0.458	ឧបសម្ព័ន្ធ
annexation	0.342	0.500	0.555	ឧបសម្ព័ន្ធ
annexe	0.584	0.350	0.392	ឧបសម្ព័ន្ធ
annihilate	0.115	0.918	0.681	បំផ្លាញ
annihilated	0.080	0.760	0.324	វិនាស
annihilation	0.041	0.800	0.591	ការបំផ្លាញ
anniversary	0.880	0.770	0.723	ខួប
annotate	0.592	0.469	0.441	កំណត់ចំណាំ
annotation	0.604	0.470	0.619	ចំណារពន្យល់
announce	0.694	0.618	0.611	ប្រកាស
announcement	0.729	0.491	0.482	សេចក្តីប្រកាស
announcer	0.602	0.570	0.732	អ្នកប្រកាស
annoy	0.094	0.765	0.286	រំខាន
annoyance	0.167	0.718	0.342	ការរំខាន
annoyed	0.104	0.783	0.345	រំខាន
annoyin	0.260	0.573	0.352	រំខាន
annoying	0.082	0.853	0.348	រំខាន
annoys	0.146	0.778	0.435	រំខាន
annual	0.552	0.236	0.500	ប្រចាំឆ្នាំ
annuity	0.521	0.304	0.527	ប្រាក់ប្រចាំឆ្នាំ
annul	0.250	0.448	0.364	មោឃៈ
annular	0.310	0.385	0.412	annular
annulment	0.153	0.375	0.447	ការលុបចោល
annulus	0.458	0.380	0.376	annulus
anointed	0.500	0.368	0.579	ចាក់ប្រេងតាំង
anointing	0.653	0.350	0.547	លាបប្រេង
anomalous	0.281	0.480	0.423	មិនធម្មតា
anomaly	0.188	0.538	0.404	ភាពមិនធម្មតា
anon	0.479	0.354	0.298	អាណុន
anonymity	0.469	0.255	0.430	អនាមិក
anonymous	0.396	0.291	0.431	អនាមិក
anorexic	0.160	0.618	0.245	អាណូរីស៊ីក
answer	0.537	0.373	0.661	ចម្លើយ
answerable	0.708	0.481	0.750	អាចឆ្លើយបាន។
answering	0.684	0.500	0.607	ឆ្លើយ
ant	0.448	0.216	0.216	ស្រមោច
antagonism	0.224	0.618	0.524	ការប្រឆាំង
antagonist	0.240	0.615	0.700	អ្នកប្រឆាំង
antagonistic	0.296	0.604	0.565	ប្រឆាំង
antagonize	0.143	0.663	0.629	ប្រឆាំង
ante	0.448	0.320	0.417	មុន
antecedent	0.427	0.551	0.566	ពីមុន
antelope	0.542	0.510	0.500	antelope
antenna	0.521	0.327	0.358	អង់តែន
anterior	0.510	0.245	0.362	ខាងមុខ
anthem	0.780	0.343	0.729	ចម្រៀង
anthill	0.327	0.578	0.377	anthill
anthology	0.338	0.406	0.537	អក្សរសាស្ត្រ
anthrax	0.188	0.730	0.500	អង់ត្រាក់
anthropological	0.367	0.390	0.490	នរវិទ្យា
anthropologist	0.551	0.385	0.725	នរវិទ្យា
anthropology	0.490	0.367	0.582	នរវិទ្យា
anti	0.365	0.412	0.384	ប្រឆាំង
antiaircraft	0.330	0.622	0.629	យន្តហោះប្រឆាំងយន្តហោះ
antibiotic	0.510	0.373	0.658	អង់ទីប៊ីយ៉ូទិក
antibiotics	0.448	0.406	0.557	ថ្នាំអង់ទីប៊ីយោទិច
antichrist	0.082	0.837	0.544	មេប្រឆាំងព្រះគ្រិស្ដ
anticipate	0.622	0.469	0.667	រំពឹង
anticipation	0.698	0.539	0.711	ការរំពឹងទុក
anticipatory	0.653	0.551	0.682	ការរំពឹងទុក
antics	0.448	0.740	0.236	ភាពច្របូកច្របល់
antidote	0.541	0.490	0.629	ថ្នាំបំបាត់ការឈឺចាប់
antifungal	0.408	0.412	0.441	ថ្នាំសំលាប់មេរោគ
antigravity	0.430	0.714	0.658	អង់ទីទំនាញ
antimony	0.378	0.398	0.490	អង់ទីម៉ូនី
antipathy	0.198	0.549	0.393	ការប្រឆាំង
antiquarian	0.500	0.233	0.426	វត្ថុបុរាណ
antiquated	0.420	0.392	0.236	បុរាណ
antique	0.634	0.290	0.518	ចាស់
antiques	0.540	0.370	0.595	វត្ថុបុរាណ
antiquity	0.385	0.333	0.556	វត្ថុបុរាណ
antiseptic	0.438	0.370	0.623	ថ្នាំសំលាប់មេរោគ
antisocial	0.146	0.686	0.391	ប្រឆាំងសង្គម
antithesis	0.396	0.412	0.536	ប្រឆាំង
antithetical	0.271	0.509	0.358	ប្រឆាំង
antiviral	0.459	0.470	0.549	ប្រឆាំងមេរោគ
antler	0.448	0.470	0.500	អន្ទង់
antsy	0.449	0.558	0.417	ស្រមោច
anus	0.347	0.644	0.350	រន្ធគូថ
anvil	0.380	0.510	0.604	anvil
anxiety	0.146	0.865	0.342	ការថប់បារម្ភ
anxietyattack	0.150	0.925	0.446	ការថប់បារម្ភ
anxious	0.281	0.875	0.434	ថប់បារម្ភ
anxiousness	0.235	0.814	0.282	ការថប់បារម្ភ
anytime	0.625	0.461	0.436	គ្រប់ពេលវេលា
aorta	0.448	0.510	0.542	អ័រតា
aortic	0.436	0.540	0.438	aortic
apace	0.536	0.500	0.536	រហ័ស
apache	0.687	0.469	0.500	apache
apartment	0.719	0.393	0.580	ផ្ទះល្វែង
apartments	0.704	0.337	0.443	ផ្ទះល្វែង
apathetic	0.188	0.292	0.333	ស្ពឹកស្រពន់
apathy	0.184	0.212	0.204	ស្មារតីស្ពឹកស្រពន់
ape	0.548	0.389	0.336	សត្វស្វា
aperture	0.612	0.450	0.667	ជំរៅ
apex	0.570	0.433	0.418	កំពូល
aphid	0.388	0.473	0.407	aphid
aphrodisiac	0.750	0.846	0.667	ថ្នាំសម្រើប
apiece	0.439	0.259	0.383	មួយដុំ
aplomb	0.500	0.509	0.582	aplomb
apocalypse	0.050	0.867	0.736	apocalypse
apocalyptic	0.173	0.880	0.750	apocalyptic
apologetic	0.479	0.461	0.571	សុំទោស
apologist	0.406	0.429	0.526	អ្នកសុំទោស
apologize	0.551	0.378	0.389	សុំទោស
apology	0.571	0.346	0.402	ការសុំទោស
apostasy	0.388	0.520	0.517	ការក្បត់សាសនា
apostate	0.342	0.500	0.528	ក្បត់សាសនា
apostle	0.646	0.347	0.732	សាវក
apostolic	0.592	0.300	0.717	សាវក
apostrophe	0.469	0.368	0.537	apostrophe
apothecary	0.561	0.328	0.529	ថ្នាំព្យាបាលរោគ
appalled	0.194	0.792	0.562	រន្ធត់
appalling	0.160	0.827	0.415	រន្ធត់
apparatus	0.375	0.353	0.377	ឧបករណ៍
apparel	0.698	0.435	0.453	សំលៀកបំពាក់
apparent	0.473	0.383	0.398	ជាក់ស្តែង
apparently	0.531	0.410	0.426	ជាក់ស្តែង
apparition	0.406	0.573	0.636	រូបរាង
appeal	0.663	0.598	0.558	បណ្តឹងឧទ្ធរណ៍
appear	0.735	0.506	0.567	លេចឡើង
appearance	0.669	0.490	0.534	រូបរាង
appease	0.633	0.278	0.434	លួងលោម
appellant	0.327	0.588	0.568	បណ្តឹងឧទ្ធរណ៍
append	0.573	0.464	0.453	បន្ថែម
appendage	0.229	0.382	0.438	ឧបសម្ព័ន្ធ
appendectomy	0.177	0.670	0.554	ការវះកាត់ខ្នែងពោះវៀន
appendicitis	0.031	0.640	0.347	ជំងឺរលាកខ្នែងពោះវៀន
appendix	0.365	0.387	0.425	ឧបសម្ព័ន្ធ
appetite	0.704	0.637	0.581	ចំណង់អាហារ
appetizer	0.755	0.560	0.406	appetizer
appetizing	0.806	0.657	0.688	គួរឱ្យចង់ញ៉ាំ
applaud	0.865	0.824	0.464	អបអរសាទរ
applause	0.953	0.857	0.621	ទះដៃ
apple	0.811	0.300	0.264	ផ្លែប៉ោម
apple juice	0.765	0.204	0.294	ទឹក​ផ្លែ​ប៉ោម
applejack	0.604	0.431	0.473	applejack
applesauce	0.750	0.167	0.291	ផ្លែប៉ោម
