English Word	Valence	Arousal	Dominance	Gujarati Word
amaretto	0.543	0.551	0.375	amaretto
amass	0.552	0.465	0.465	એકત્રિત કરવું
amateur	0.469	0.500	0.409	કલાપ્રેમી
amaze	0.896	0.843	0.783	આશ્ચર્યચકિત કરવું
amazed	0.796	0.779	0.533	આશ્ચર્યચકિત
amazedness	0.827	0.872	0.510	આશ્ચર્ય
amazement	0.750	0.800	0.639	આશ્ચર્ય
amazing	0.906	0.837	0.849	અદ્ભુત
amazingly	0.918	0.765	0.920	આશ્ચર્યજનક રીતે
ambassador	0.651	0.529	0.917	રાજદૂત
amber	0.635	0.308	0.369	એમ્બર
ambience	0.735	0.356	0.426	વાતાવરણ
ambient	0.625	0.360	0.582	આસપાસ
ambiguity	0.164	0.460	0.370	અસ્પષ્ટતા
ambiguous	0.265	0.462	0.358	અસ્પષ્ટ
ambit	0.479	0.380	0.386	વિસ્તાર
ambition	0.510	0.804	0.661	મહત્વાકાંક્ષા
ambitious	0.484	0.821	0.717	મહત્વાકાંક્ષી
ambivalent	0.510	0.404	0.482	અસ્પષ્ટ
ambrosia	0.571	0.452	0.480	અમૃત
ambulance	0.500	0.750	0.609	એમ્બ્યુલન્સ
ambush	0.281	0.830	0.500	ઓચિંતો હુમલો
ameliorate	0.770	0.548	0.747	સુધારવું
amen	0.781	0.182	0.542	આમીન
amenable	0.448	0.410	0.406	અનુકૂળ
amend	0.688	0.406	0.658	સુધારો
amendment	0.531	0.459	0.606	સુધારો
amends	0.640	0.366	0.517	સુધારો
amenity	0.750	0.327	0.574	સુવિધા
amethyst	0.622	0.406	0.517	એમિથિસ્ટ
amiable	0.847	0.290	0.483	મિલનસાર
amicable	0.875	0.330	0.507	સૌહાર્દપૂર્ણ
amid	0.510	0.340	0.256	વચ્ચે
amidst	0.480	0.330	0.316	વચ્ચે
amino	0.551	0.402	0.433	એમિનો
ammo	0.323	0.765	0.621	દારૂગોળો
ammonia	0.292	0.587	0.409	એમોનિયા
ammonium	0.354	0.396	0.368	એમોનિયમ
ammunition	0.338	0.635	0.667	દારૂગોળો
amnesia	0.296	0.330	0.308	સ્મૃતિ ભ્રંશ
amnesty	0.551	0.451	0.814	માફી
amorous	0.844	0.670	0.636	પ્રેમાળ
amorphous	0.327	0.402	0.349	આકારહીન
amortization	0.592	0.491	0.522	ઋણમુક્તિ
amount	0.562	0.422	0.649	રકમ
amour	0.865	0.480	0.652	પ્રેમ
amp	0.439	0.393	0.375	amp
ampersand	0.480	0.448	0.483	એમ્પરસેન્ડ
amphetamines	0.133	0.667	0.526	એમ્ફેટામાઇન
amphibian	0.427	0.357	0.474	ઉભયજીવી
amphibious	0.479	0.346	0.445	ઉભયજીવી
amphitheater	0.653	0.480	0.545	એમ્ફીથિયેટર
ample	0.744	0.349	0.719	પુષ્કળ
amplification	0.690	0.677	0.810	એમ્પ્લીફિકેશન
amplify	0.677	0.735	0.827	વિસ્તૃત કરો
amplitude	0.694	0.439	0.692	કંપનવિસ્તાર
amply	0.781	0.431	0.766	પુષ્કળ
amputate	0.092	0.660	0.509	અંગવિચ્છેદન
amputation	0.100	0.755	0.483	અંગવિચ્છેદન
amuck	0.385	0.602	0.321	ગભરાટ
amulet	0.781	0.260	0.630	તાવીજ
amuse	0.812	0.684	0.664	મનોરંજન
amused	0.942	0.847	0.596	આનંદિત
amusement	0.929	0.837	0.803	મનોરંજન
amusing	0.960	0.829	0.632	મનોરંજક
ana	0.541	0.300	0.314	અના
anaconda	0.146	0.830	0.540	એનાકોન્ડા
anaesthesia	0.350	0.217	0.473	એનેસ્થેસિયા
anaesthetic	0.449	0.268	0.509	એનેસ્થેટિક
anagram	0.552	0.327	0.449	એનાગ્રામ
anal	0.333	0.798	0.334	ગુદા
analgesic	0.417	0.321	0.441	પીડાનાશક
analogous	0.531	0.270	0.500	સમાન
analogue	0.570	0.320	0.446	એનાલોગ
analogy	0.510	0.367	0.509	સામ્યતા
analysis	0.729	0.448	0.705	વિશ્લેષણ
analyst	0.604	0.415	0.755	વિશ્લેષક
analytic	0.665	0.521	0.634	વિશ્લેષણાત્મક
analytical	0.625	0.324	0.800	વિશ્લેષણાત્મક
analyze	0.667	0.462	0.710	વિશ્લેષણ કરો
analyzer	0.625	0.556	0.854	વિશ્લેષક
anaphylactic	0.378	0.588	0.500	એનાફિલેક્ટિક
anarchism	0.125	0.804	0.623	અરાજકતા
anarchist	0.204	0.700	0.759	અરાજકતાવાદી
anarchy	0.146	0.755	0.620	અરાજકતા
anastomosis	0.375	0.470	0.490	એનાસ્ટોમોસિસ
anathema	0.286	0.490	0.519	અનાથેમા
anatomic	0.562	0.442	0.546	શરીરરચના
anatomy	0.562	0.390	0.571	શરીરરચના
ancestor	0.592	0.388	0.594	પૂર્વજ
ancestral	0.640	0.481	0.750	પૂર્વજો
ancestry	0.708	0.519	0.717	વંશ
anchor	0.520	0.284	0.564	એન્કર
anchorage	0.500	0.325	0.639	એન્કરેજ
ancient	0.420	0.217	0.439	પ્રાચીન
ancillary	0.449	0.442	0.278	આનુષંગિક
androgen	0.255	0.523	0.527	એન્ડ્રોજન
android	0.663	0.436	0.500	એન્ડ્રોઇડ
anecdote	0.583	0.529	0.500	ટુચકો
anemia	0.188	0.327	0.310	એનિમિયા
anemic	0.167	0.279	0.155	એનિમિયા
anemone	0.552	0.538	0.327	એનિમોન
anesthesia	0.365	0.216	0.394	એનેસ્થેસિયા
anesthesiologist	0.419	0.224	0.526	એનેસ્થેસિયોલોજિસ્ટ
anesthetic	0.350	0.264	0.482	એનેસ્થેટિક
aneurysm	0.115	0.690	0.536	એન્યુરિઝમ
anew	0.771	0.358	0.385	નવેસરથી
angel	0.906	0.158	0.704	દેવદૂત
angelic	0.927	0.298	0.668	દેવદૂત
anger	0.167	0.865	0.657	ગુસ્સો
angered	0.010	0.860	0.547	ગુસ્સે
angermanagement	0.260	0.632	0.482	ગુસ્સો કાબૂ કરવો
angina	0.230	0.630	0.464	કંઠમાળ
angiogram	0.347	0.520	0.465	એન્જીયોગ્રામ
angiography	0.378	0.536	0.520	એન્જીયોગ્રાફી
angle	0.541	0.330	0.455	કોણ
angling	0.625	0.408	0.500	angling
angora	0.529	0.425	0.405	અંગોરા
angriest	0.094	0.892	0.430	ગુસ્સે
angry	0.122	0.830	0.604	ગુસ્સો
angrytweet	0.265	0.644	0.471	ગુસ્સે ટ્વિટ
angst	0.167	0.888	0.333	ગુસ્સો
anguish	0.153	0.792	0.265	કઢાપો
anguished	0.135	0.720	0.307	વ્યથિત
angular	0.449	0.281	0.444	કોણીય
anhydrous	0.456	0.365	0.355	નિર્જળ
animal	0.521	0.510	0.513	પ્રાણી
animate	0.827	0.755	0.635	એનિમેટ
animated	0.823	0.676	0.538	એનિમેટેડ
animation	0.888	0.750	0.549	એનિમેશન
animosity	0.510	0.724	0.545	દુશ્મનાવટ
animus	0.698	0.676	0.466	દુશ્મનાવટ
ankle	0.500	0.274	0.234	પગની ઘૂંટી
anklet	0.410	0.276	0.302	પગની ઘૂંટી
annals	0.427	0.610	0.424	ઇતિહાસ
annex	0.594	0.350	0.458	જોડાણ
annexation	0.342	0.500	0.555	જોડાણ
annexe	0.584	0.350	0.392	જોડાણ
annihilate	0.115	0.918	0.681	નાશ કરવો
annihilated	0.080	0.760	0.324	નાશ
annihilation	0.041	0.800	0.591	વિનાશ
anniversary	0.880	0.770	0.723	વર્ષગાંઠ
annotate	0.592	0.469	0.441	ટીકા
annotation	0.604	0.470	0.619	ટીકા
announce	0.694	0.618	0.611	જાહેરાત
announcement	0.729	0.491	0.482	જાહેરાત
announcer	0.602	0.570	0.732	ઉદ્ઘોષક
annoy	0.094	0.765	0.286	હેરાન
annoyance	0.167	0.718	0.342	ચીડ
annoyed	0.104	0.783	0.345	નારાજ
annoyin	0.260	0.573	0.352	હેરાન કરે છે
annoying	0.082	0.853	0.348	હેરાન કરે છે
annoys	0.146	0.778	0.435	હેરાન કરે છે
annual	0.552	0.236	0.500	વાર્ષિક
annuity	0.521	0.304	0.527	વાર્ષિકી
annul	0.250	0.448	0.364	રદ
annular	0.310	0.385	0.412	વલયાકાર
annulment	0.153	0.375	0.447	રદબાતલ
annulus	0.458	0.380	0.376	વલય
anointed	0.500	0.368	0.579	અભિષિક્ત
anointing	0.653	0.350	0.547	અભિષેક
anomalous	0.281	0.480	0.423	વિસંગત
anomaly	0.188	0.538	0.404	વિસંગતતા
anon	0.479	0.354	0.298	anon
anonymity	0.469	0.255	0.430	અનામી
anonymous	0.396	0.291	0.431	અનામી
anorexic	0.160	0.618	0.245	મંદાગ્નિ
answer	0.537	0.373	0.661	જવાબ
answerable	0.708	0.481	0.750	જવાબપાત્ર
answering	0.684	0.500	0.607	જવાબ આપવો
ant	0.448	0.216	0.216	કીડી
antagonism	0.224	0.618	0.524	દુશ્મનાવટ
antagonist	0.240	0.615	0.700	વિરોધી
antagonistic	0.296	0.604	0.565	વિરોધી
antagonize	0.143	0.663	0.629	વિરોધી કરવું
ante	0.448	0.320	0.417	પૂર્વ
antecedent	0.427	0.551	0.566	પૂર્વવર્તી
antelope	0.542	0.510	0.500	કાળિયાર
antenna	0.521	0.327	0.358	એન્ટેના
anterior	0.510	0.245	0.362	અગ્રવર્તી
anthem	0.780	0.343	0.729	રાષ્ટ્રગીત
anthill	0.327	0.578	0.377	એન્થિલ
anthology	0.338	0.406	0.537	કાવ્યસંગ્રહ
anthrax	0.188	0.730	0.500	એન્થ્રેક્સ
anthropological	0.367	0.390	0.490	માનવશાસ્ત્ર
anthropologist	0.551	0.385	0.725	માનવશાસ્ત્રી
anthropology	0.490	0.367	0.582	માનવશાસ્ત્ર
anti	0.365	0.412	0.384	વિરોધી
antiaircraft	0.330	0.622	0.629	વિમાન વિરોધી
antibiotic	0.510	0.373	0.658	એન્ટિબાયોટિક
antibiotics	0.448	0.406	0.557	એન્ટિબાયોટિક્સ
antichrist	0.082	0.837	0.544	ખ્રિસ્તવિરોધી
anticipate	0.622	0.469	0.667	ધારણા
anticipation	0.698	0.539	0.711	અપેક્ષા
anticipatory	0.653	0.551	0.682	આગોતરી
antics	0.448	0.740	0.236	વિરોધીઓ
antidote	0.541	0.490	0.629	મારણ
antifungal	0.408	0.412	0.441	ફૂગપ્રતિરોધી
antigravity	0.430	0.714	0.658	એન્ટિગ્રેવિટી
antimony	0.378	0.398	0.490	એન્ટિમોની
antipathy	0.198	0.549	0.393	એન્ટિપેથી
antiquarian	0.500	0.233	0.426	પ્રાચીન
antiquated	0.420	0.392	0.236	પ્રાચીન
antique	0.634	0.290	0.518	પ્રાચીન
antiques	0.540	0.370	0.595	પ્રાચીન વસ્તુઓ
antiquity	0.385	0.333	0.556	પ્રાચીનતા
antiseptic	0.438	0.370	0.623	એન્ટિસેપ્ટિક
antisocial	0.146	0.686	0.391	અસામાજિક
antithesis	0.396	0.412	0.536	વિરોધી
antithetical	0.271	0.509	0.358	વિરોધી
antiviral	0.459	0.470	0.549	એન્ટિવાયરલ
antler	0.448	0.470	0.500	શિંગડા
antsy	0.449	0.558	0.417	અસ્વસ્થ
anus	0.347	0.644	0.350	ગુદા
anvil	0.380	0.510	0.604	એરણ
anxiety	0.146	0.865	0.342	ચિંતા
anxietyattack	0.150	0.925	0.446	ચિંતાતુર હુમલો
anxious	0.281	0.875	0.434	બેચેન
anxiousness	0.235	0.814	0.282	ચિંતા
anytime	0.625	0.461	0.436	ગમે ત્યારે
aorta	0.448	0.510	0.542	એરોટા
aortic	0.436	0.540	0.438	મહાધમની
apace	0.536	0.500	0.536	ઝડપી
apache	0.687	0.469	0.500	અપાચે
apartment	0.719	0.393	0.580	એપાર્ટમેન્ટ
apartments	0.704	0.337	0.443	એપાર્ટમેન્ટ
apathetic	0.188	0.292	0.333	ઉદાસીન
apathy	0.184	0.212	0.204	ઉદાસીનતા
ape	0.548	0.389	0.336	ચાળા
aperture	0.612	0.450	0.667	છિદ્ર
apex	0.570	0.433	0.418	સર્વોચ્ચ
aphid	0.388	0.473	0.407	એફિડ
aphrodisiac	0.750	0.846	0.667	કામોત્તેજક
apiece	0.439	0.259	0.383	દરેક
aplomb	0.500	0.509	0.582	ઉમદા
apocalypse	0.050	0.867	0.736	એપોકેલિપ્સ
apocalyptic	0.173	0.880	0.750	સાક્ષાત્કાર
apologetic	0.479	0.461	0.571	ક્ષમાપ્રાર્થી
apologist	0.406	0.429	0.526	માફી આપનાર
apologize	0.551	0.378	0.389	માફી માંગવી
apology	0.571	0.346	0.402	માફી
apostasy	0.388	0.520	0.517	ધર્મત્યાગ
apostate	0.342	0.500	0.528	ધર્મત્યાગી
apostle	0.646	0.347	0.732	પ્રેરિત
apostolic	0.592	0.300	0.717	ધર્મપ્રચારક
apostrophe	0.469	0.368	0.537	એપોસ્ટ્રોફી
apothecary	0.561	0.328	0.529	એપોથેકરી
appalled	0.194	0.792	0.562	ભયભીત
appalling	0.160	0.827	0.415	ભયાનક
apparatus	0.375	0.353	0.377	ઉપકરણ
apparel	0.698	0.435	0.453	વસ્ત્ર
apparent	0.473	0.383	0.398	દેખીતું
apparently	0.531	0.410	0.426	દેખીતી રીતે
apparition	0.406	0.573	0.636	દેખાવ
appeal	0.663	0.598	0.558	અપીલ
appear	0.735	0.506	0.567	દેખાય છે
appearance	0.669	0.490	0.534	દેખાવ
appease	0.633	0.278	0.434	ખુશ કરો
appellant	0.327	0.588	0.568	અપીલકર્તા
append	0.573	0.464	0.453	જોડવું
appendage	0.229	0.382	0.438	ઉપાંગ
appendectomy	0.177	0.670	0.554	એપેન્ડેક્ટોમી
appendicitis	0.031	0.640	0.347	એપેન્ડિસાઈટિસ
appendix	0.365	0.387	0.425	પરિશિષ્ટ
appetite	0.704	0.637	0.581	ભૂખ
appetizer	0.755	0.560	0.406	ભૂખ લગાડનાર
appetizing	0.806	0.657	0.688	મોહક
applaud	0.865	0.824	0.464	તાળીઓ પાડવી
applause	0.953	0.857	0.621	તાળીઓ
apple	0.811	0.300	0.264	સફરજન
apple juice	0.765	0.204	0.294	સફરજનના રસ
applejack	0.604	0.431	0.473	સફરજન
applesauce	0.750	0.167	0.291	સફરજનની ચટણી
appliance	0.582	0.453	0.538	સાધન
appliances	0.594	0.394	0.567	ઉપકરણો
applicability	0.677	0.490	0.741	લાગુ પડવાની ક્ષમતા
applicable	0.469	0.430	0.667	લાગુ
applicant	0.612	0.558	0.688	અરજદાર
application	0.646	0.445	0.726	અરજી
apply	0.612	0.321	0.667	અરજી કરો
appoint	0.565	0.330	0.509	નિમણુંક
appointment	0.688	0.594	0.547	નિમણૂક
appointments	0.745	0.677	0.625	નિમણૂંકો
apportion	0.677	0.490	0.638	વિભાજન
apportionment	0.552	0.481	0.453	વિભાજન
appraisal	0.417	0.667	0.682	મૂલ્યાંકન
appraise	0.677	0.490	0.696	મૂલ્યાંકન
appreciable	0.873	0.491	0.778	પ્રશંસનીય
appreciate	0.885	0.422	0.741	કદર
appreciated	0.910	0.434	0.779	પ્રશંસા કરી
appreciates	0.765	0.500	0.656	પ્રશંસા કરે છે
appreciation	0.917	0.529	0.588	પ્રશંસા
appreciative	0.857	0.380	0.654	પ્રશંસાત્મક
apprehend	0.521	0.624	0.696	પકડવું
apprehension	0.385	0.720	0.454	આશંકા
apprehensive	0.406	0.592	0.431	ભયભીત
apprentice	0.615	0.413	0.452	એપ્રેન્ટિસ
apprenticeship	0.812	0.482	0.643	એપ્રેન્ટિસશિપ
approach	0.612	0.392	0.610	અભિગમ
approaching	0.740	0.557	0.491	નજીક આવેલું
approbate	0.646	0.590	0.860	મંજૂર
approbation	0.792	0.529	0.774	મંજૂરી
appropriate	0.833	0.368	0.759	યોગ્ય
appropriation	0.510	0.632	0.717	વિનિયોગ
approval	0.854	0.460	0.889	મંજૂરી
approve	0.875	0.548	0.741	મંજૂર
approved	0.833	0.349	0.698	મંજૂર
approvement	0.880	0.625	0.780	મંજૂરી
approving	0.917	0.583	0.773	મંજૂર
approximate	0.551	0.560	0.520	અંદાજિત
approximately	0.622	0.396	0.538	લગભગ
approximating	0.583	0.615	0.471	અંદાજિત
approximation	0.582	0.402	0.593	અંદાજ
appurtenances	0.573	0.412	0.547	ઉપયુક્તિઓ
apricot	0.708	0.320	0.278	જરદાળુ
apron	0.582	0.208	0.245	એપ્રોન
apt	0.582	0.418	0.382	યોગ્ય
aptitude	0.750	0.471	0.746	યોગ્યતા
aqua	0.656	0.292	0.359	એક્વા
aquamarine	0.729	0.306	0.413	એક્વામેરિન
aquarium	0.663	0.327	0.393	માછલીઘર
aquatic	0.677	0.510	0.463	જળચર
aqueduct	0.551	0.411	0.534	જલવાહક
aqueous	0.429	0.270	0.310	જલીય
arable	0.510	0.350	0.465	ખેતીલાયક
arbiter	0.561	0.537	0.814	લવાદી
arbitrary	0.281	0.702	0.686	મનસ્વી
arbitrate	0.470	0.620	0.682	આર્બિટ્રેટ
arbitration	0.587	0.602	0.670	આર્બિટ્રેશન
arbitrator	0.385	0.448	0.795	મધ્યસ્થી
arbor	0.583	0.490	0.591	આર્બર
arc	0.552	0.388	0.396	ચાપ
arcade	0.676	0.521	0.502	આર્કેડ
arcane	0.500	0.490	0.637	અર્કેન
arch	0.500	0.354	0.468	કમાન
archaeological	0.740	0.441	0.660	પુરાતત્વીય
archaeologist	0.552	0.451	0.706	પુરાતત્વવિદ્
archaeology	0.596	0.358	0.691	પુરાતત્વ
archaic	0.271	0.327	0.332	પ્રાચીન
archangel	0.837	0.500	0.708	મુખ્ય દેવદૂત
archbishop	0.622	0.280	0.776	આર્કબિશપ
archdiocese	0.400	0.321	0.704	archdiocese
archduke	0.458	0.413	0.634	આર્કડ્યુક
arched	0.582	0.403	0.398	કમાનવાળા
archer	0.573	0.622	0.661	તીરંદાજ
archery	0.594	0.604	0.589	તીરંદાજી
archetype	0.448	0.520	0.569	આર્કીટાઇપ
archipelago	0.745	0.370	0.592	દ્વીપસમૂહ
architect	0.776	0.442	0.836	આર્કિટેક્ટ
architectural	0.729	0.390	0.670	સ્થાપત્ય
architecture	0.820	0.390	0.694	સ્થાપત્ય
archive	0.438	0.294	0.527	આર્કાઇવ
arctic	0.615	0.352	0.546	આર્કટિક
ardent	0.694	0.873	0.722	પ્રખર
ardor	0.500	0.780	0.538	ઉત્સાહ
arduous	0.344	0.783	0.605	મુશ્કેલ
area	0.490	0.306	0.464	વિસ્તાર
arena	0.510	0.235	0.404	અખાડો
areola	0.417	0.396	0.381	areola
