English Word	Valence	Arousal	Dominance	Sinhala Word
alpha	0.708	0.340	0.755	ඇල්ෆා
alphabet	0.562	0.204	0.672	හෝඩිය
alphabetical	0.537	0.296	0.535	අකාරාදී
alpine	0.594	0.337	0.474	ඇල්පයින්
alreadyyyyy	0.592	0.717	0.351	දැනටමත්yyyy
altar	0.724	0.387	0.635	පූජාසනය
altar boy	0.434	0.206	0.350	පූජාසනයේ පිරිමි ළමයා
alter	0.333	0.694	0.654	වෙනස් කරන්න
alteration	0.167	0.798	0.609	වෙනස් කිරීම
altercation	0.170	0.806	0.500	ආරවුලක්
altered	0.255	0.765	0.500	වෙනස් කරන ලදී
alternate	0.625	0.363	0.589	විකල්ප
alternating	0.480	0.494	0.542	මාරුවෙන් මාරුවට
alternative	0.628	0.373	0.631	විකල්ප
altimeter	0.615	0.510	0.580	අල්ටිමීටරය
altitude	0.708	0.482	0.736	උන්නතාංශය
alto	0.656	0.404	0.730	ඇල්ටෝ
altogether	0.833	0.324	0.644	සම්පූර්ණයෙන්ම
aluminum	0.449	0.280	0.434	ඇලුමිනියම්
alumnus	0.633	0.368	0.422	ආදි ශිෂ්‍යයා
alveolar	0.469	0.481	0.367	ඇල්වෙයෝලර්
alzheimers	0.194	0.518	0.319	ඇල්සයිමර්ස්
amalgam	0.438	0.333	0.510	සංයෝගය
amalgamation	0.406	0.470	0.531	ඒකාබද්ධ කිරීම
amaretto	0.543	0.551	0.375	අමරෙටෝ
amass	0.552	0.465	0.465	රැස් කරනවා
amateur	0.469	0.500	0.409	ආධුනික
amaze	0.896	0.843	0.783	විශ්මයට පත් කරන්න
amazed	0.796	0.779	0.533	විස්මයට පත් විය
amazedness	0.827	0.872	0.510	විස්මිත බව
amazement	0.750	0.800	0.639	විස්මය
amazing	0.906	0.837	0.849	අරුම පුදුම
amazingly	0.918	0.765	0.920	පුදුම සහගත ලෙස
ambassador	0.651	0.529	0.917	තානාපති
amber	0.635	0.308	0.369	ඇම්බර්
ambience	0.735	0.356	0.426	පරිසරය
ambient	0.625	0.360	0.582	අවට
ambiguity	0.164	0.460	0.370	අපැහැදිලි බව
ambiguous	0.265	0.462	0.358	අපැහැදිලි
ambit	0.479	0.380	0.386	සීමාව
ambition	0.510	0.804	0.661	අභිලාෂය
ambitious	0.484	0.821	0.717	අභිලාෂකාමී
ambivalent	0.510	0.404	0.482	දෙගිඩියාවෙන් යුත්
ambrosia	0.571	0.452	0.480	ඇම්බ්රෝසියාව
ambulance	0.500	0.750	0.609	ගිලන් රථය
ambush	0.281	0.830	0.500	සැඟවී සිටීම
ameliorate	0.770	0.548	0.747	වැඩිදියුණු කරන්න
amen	0.781	0.182	0.542	ආමෙන්
amenable	0.448	0.410	0.406	සුහදශීලී
amend	0.688	0.406	0.658	සංශෝධනය කරනවා
amendment	0.531	0.459	0.606	සංශෝධනය
amends	0.640	0.366	0.517	සංශෝධනය කරයි
amenity	0.750	0.327	0.574	සැප පහසුව
amethyst	0.622	0.406	0.517	ඇමතීස්ට්
amiable	0.847	0.290	0.483	මිත්රශීලී
amicable	0.875	0.330	0.507	මිත්රශීලී
amid	0.510	0.340	0.256	අතර
amidst	0.480	0.330	0.316	අතර
amino	0.551	0.402	0.433	ඇමයිනෝ
ammo	0.323	0.765	0.621	උණ්ඩ
ammonia	0.292	0.587	0.409	ඇමෝනියා
ammonium	0.354	0.396	0.368	ඇමෝනියම්
ammunition	0.338	0.635	0.667	පතොරම්
amnesia	0.296	0.330	0.308	අමතක වීම
amnesty	0.551	0.451	0.814	සමාව දීම
amorous	0.844	0.670	0.636	කාමුක
amorphous	0.327	0.402	0.349	අස්ඵටික
amortization	0.592	0.491	0.522	ක්රමක්ෂය කිරීම
amount	0.562	0.422	0.649	ප්රමාණය
amour	0.865	0.480	0.652	ආතල්
amp	0.439	0.393	0.375	ඇම්පියර්
ampersand	0.480	0.448	0.483	ඇම්පර්සන්ඩ්
amphetamines	0.133	0.667	0.526	ඇම්ෆෙටමින්
amphibian	0.427	0.357	0.474	උභයජීවී
amphibious	0.479	0.346	0.445	උභයජීවී
amphitheater	0.653	0.480	0.545	amphitheatre
ample	0.744	0.349	0.719	ප්රමාණවත් තරම්
amplification	0.690	0.677	0.810	විස්තාරණය
amplify	0.677	0.735	0.827	විස්තාරණය කරන්න
amplitude	0.694	0.439	0.692	විස්තාරය
amply	0.781	0.431	0.766	විශාල වශයෙන්
amputate	0.092	0.660	0.509	කපා දමන්න
amputation	0.100	0.755	0.483	කපා ඉවත් කිරීම
amuck	0.385	0.602	0.321	අමූලික
amulet	0.781	0.260	0.630	amulet
amuse	0.812	0.684	0.664	විනෝදයට
amused	0.942	0.847	0.596	විනෝද වුණා
amusement	0.929	0.837	0.803	විනෝදය
amusing	0.960	0.829	0.632	විනෝදජනකයි
ana	0.541	0.300	0.314	අනා
anaconda	0.146	0.830	0.540	ඇනකොන්ඩා
anaesthesia	0.350	0.217	0.473	නිර්වින්දනය
anaesthetic	0.449	0.268	0.509	නිර්වින්දනය
anagram	0.552	0.327	0.449	anagram
anal	0.333	0.798	0.334	ගුද මාර්ගය
analgesic	0.417	0.321	0.441	වේදනා නාශක
analogous	0.531	0.270	0.500	සමානය
analogue	0.570	0.320	0.446	ඇනෙලොග්
analogy	0.510	0.367	0.509	සාදෘශ්‍යය
analysis	0.729	0.448	0.705	විශ්ලේෂණය
analyst	0.604	0.415	0.755	විශ්ලේෂක
analytic	0.665	0.521	0.634	විශ්ලේෂණාත්මක
analytical	0.625	0.324	0.800	විශ්ලේෂණාත්මක
analyze	0.667	0.462	0.710	විශ්ලේෂණය කරන්න
analyzer	0.625	0.556	0.854	විශ්ලේෂකය
anaphylactic	0.378	0.588	0.500	ඇනෆිලැක්ටික්
anarchism	0.125	0.804	0.623	අරාජිකවාදය
anarchist	0.204	0.700	0.759	අරාජිකවාදී
anarchy	0.146	0.755	0.620	අරාජිකත්වය
anastomosis	0.375	0.470	0.490	anastomosis
anathema	0.286	0.490	0.519	අනාත්මය
anatomic	0.562	0.442	0.546	කායික
anatomy	0.562	0.390	0.571	ව්‍යුහ විද්‍යාව
ancestor	0.592	0.388	0.594	මුතුන් මිත්තන්
ancestral	0.640	0.481	0.750	මුතුන් මිත්තන්
ancestry	0.708	0.519	0.717	පරම්පරාව
anchor	0.520	0.284	0.564	නැංගුරම
anchorage	0.500	0.325	0.639	නැංගුරම් ලෑම
ancient	0.420	0.217	0.439	පුරාණ
ancillary	0.449	0.442	0.278	සහායක
androgen	0.255	0.523	0.527	ඇන්ඩ්රොජන්
android	0.663	0.436	0.500	android
anecdote	0.583	0.529	0.500	උපමාව
anemia	0.188	0.327	0.310	රක්තහීනතාවය
anemic	0.167	0.279	0.155	රක්තහීනතාවය
anemone	0.552	0.538	0.327	ඇනිමෝන්
anesthesia	0.365	0.216	0.394	නිර්වින්දනය
anesthesiologist	0.419	0.224	0.526	නිර්වින්දන විශේෂඥයා
anesthetic	0.350	0.264	0.482	නිර්වින්දනය
aneurysm	0.115	0.690	0.536	aneurysm
anew	0.771	0.358	0.385	නව
angel	0.906	0.158	0.704	දේවදූතයා
angelic	0.927	0.298	0.668	දේවදූත
anger	0.167	0.865	0.657	කෝපය
angered	0.010	0.860	0.547	කෝපයට පත් විය
angermanagement	0.260	0.632	0.482	කෝපය කළමනාකරණය
angina	0.230	0.630	0.464	angina
angiogram	0.347	0.520	0.465	angiogram
angiography	0.378	0.536	0.520	angiography
angle	0.541	0.330	0.455	කෝණය
angling	0.625	0.408	0.500	angling
angora	0.529	0.425	0.405	ඇන්ගෝරා
angriest	0.094	0.892	0.430	කෝපාවිෂ්ට
angry	0.122	0.830	0.604	කෝපයෙන්
angrytweet	0.265	0.644	0.471	තරහ ට්වීට්
angst	0.167	0.888	0.333	කලබලය
anguish	0.153	0.792	0.265	වේදනාව
anguished	0.135	0.720	0.307	සිත් තැවුලට පත් විය
angular	0.449	0.281	0.444	කෝණික
anhydrous	0.456	0.365	0.355	නිර්ජලීය
animal	0.521	0.510	0.513	සත්ව
animate	0.827	0.755	0.635	සජීවීකරණය
animated	0.823	0.676	0.538	සජීවිකරණ
animation	0.888	0.750	0.549	සජීවීකරණය
animosity	0.510	0.724	0.545	සතුරුකම
animus	0.698	0.676	0.466	සජීවී
ankle	0.500	0.274	0.234	වළලුකර
anklet	0.410	0.276	0.302	වළලුකරය
annals	0.427	0.610	0.424	වංශකථාව
annex	0.594	0.350	0.458	ඇමුණුම
annexation	0.342	0.500	0.555	ඈඳාගැනීම
annexe	0.584	0.350	0.392	ඇමුණුම
annihilate	0.115	0.918	0.681	විනාශ කරනවා
annihilated	0.080	0.760	0.324	සමූලඝාතනය කළා
annihilation	0.041	0.800	0.591	සමූලඝාතනය
anniversary	0.880	0.770	0.723	සංවත්සරය
annotate	0.592	0.469	0.441	විවරණය
annotation	0.604	0.470	0.619	විවරණ
announce	0.694	0.618	0.611	නිවේදනය කරනවා
announcement	0.729	0.491	0.482	නිවේදනය
announcer	0.602	0.570	0.732	නිවේදකයා
annoy	0.094	0.765	0.286	කරදර කරනවා
annoyance	0.167	0.718	0.342	කරදරය
annoyed	0.104	0.783	0.345	කෝපයට පත් විය
annoyin	0.260	0.573	0.352	කරදර කරනවා
annoying	0.082	0.853	0.348	කරදරකාරී
annoys	0.146	0.778	0.435	කරදර කරයි
annual	0.552	0.236	0.500	වාර්ෂික
annuity	0.521	0.304	0.527	වාර්ෂිකව
annul	0.250	0.448	0.364	අවලංගු කරන්න
annular	0.310	0.385	0.412	වළයාකාර
annulment	0.153	0.375	0.447	අවලංගු කිරීම
annulus	0.458	0.380	0.376	වළලුකරය
anointed	0.500	0.368	0.579	අභිෂේක කළා
anointing	0.653	0.350	0.547	අභිෂේක කිරීම
anomalous	0.281	0.480	0.423	විෂම
anomaly	0.188	0.538	0.404	විෂමතාව
anon	0.479	0.354	0.298	anon
anonymity	0.469	0.255	0.430	නිර්නාමිකභාවය
anonymous	0.396	0.291	0.431	නිර්නාමික
anorexic	0.160	0.618	0.245	ආහාර අරුචිය
answer	0.537	0.373	0.661	පිළිතුර
answerable	0.708	0.481	0.750	පිළිතුරු දිය හැකි
answering	0.684	0.500	0.607	පිළිතුරු දෙමින්
ant	0.448	0.216	0.216	කූඹියා
antagonism	0.224	0.618	0.524	විරුද්ධත්වය
antagonist	0.240	0.615	0.700	විරුද්ධවාදියා
antagonistic	0.296	0.604	0.565	විරුද්ධවාදී
antagonize	0.143	0.663	0.629	විරුද්ධ වෙනවා
ante	0.448	0.320	0.417	පෙර
antecedent	0.427	0.551	0.566	පූර්වාදර්ශය
antelope	0.542	0.510	0.500	ඇන්ටිලොප්
antenna	0.521	0.327	0.358	ඇන්ටනාව
anterior	0.510	0.245	0.362	ඉදිරිපස
anthem	0.780	0.343	0.729	ගීය
anthill	0.327	0.578	0.377	කුහුඹුව
anthology	0.338	0.406	0.537	සංග්රහය
anthrax	0.188	0.730	0.500	ඇන්ත්රැක්ස්
anthropological	0.367	0.390	0.490	මානව විද්යාත්මක
anthropologist	0.551	0.385	0.725	මානව විද්යාඥයා
anthropology	0.490	0.367	0.582	මානව විද්යාව
anti	0.365	0.412	0.384	විරෝධී
antiaircraft	0.330	0.622	0.629	ගුවන් යානා නාශක
antibiotic	0.510	0.373	0.658	ප්රතිජීවක
antibiotics	0.448	0.406	0.557	ප්රතිජීවක ඖෂධ
antichrist	0.082	0.837	0.544	අන්තක්රිස්තුස්
anticipate	0.622	0.469	0.667	අපේක්ෂා කරනවා
anticipation	0.698	0.539	0.711	අපේක්ෂාව
anticipatory	0.653	0.551	0.682	අපේක්ෂා සහගත
antics	0.448	0.740	0.236	විගඩම්
antidote	0.541	0.490	0.629	ප්රතිවිරෝධක
antifungal	0.408	0.412	0.441	දිලීර නාශක
antigravity	0.430	0.714	0.658	antigravity
antimony	0.378	0.398	0.490	ඇන්ටිමනි
antipathy	0.198	0.549	0.393	විරුද්ධවාදිකම්
antiquarian	0.500	0.233	0.426	පුරාවස්තු
antiquated	0.420	0.392	0.236	පැරණි
antique	0.634	0.290	0.518	පෞරාණික
antiques	0.540	0.370	0.595	පුරානවස්තු
antiquity	0.385	0.333	0.556	පෞරාණිකත්වය
antiseptic	0.438	0.370	0.623	විෂබීජ නාශක
antisocial	0.146	0.686	0.391	සමාජ විරෝධී
antithesis	0.396	0.412	0.536	ප්රතිවිරෝධය
antithetical	0.271	0.509	0.358	විරුද්ධවාදී
antiviral	0.459	0.470	0.549	ප්රතිවෛරස්
antler	0.448	0.470	0.500	අං
antsy	0.449	0.558	0.417	කුහුඹුවන්
anus	0.347	0.644	0.350	ගුදය
anvil	0.380	0.510	0.604	අමුණ
anxiety	0.146	0.865	0.342	කාංසාව
anxietyattack	0.150	0.925	0.446	කාංසාව
anxious	0.281	0.875	0.434	කනස්සල්ලෙන්
anxiousness	0.235	0.814	0.282	කනස්සල්ල
anytime	0.625	0.461	0.436	ඕනෑම අවස්ථාවක
aorta	0.448	0.510	0.542	aorta
aortic	0.436	0.540	0.438	aortic
apace	0.536	0.500	0.536	වේගවත්
apache	0.687	0.469	0.500	apache
apartment	0.719	0.393	0.580	මහල් නිවාසය
apartments	0.704	0.337	0.443	මහල් නිවාස
apathetic	0.188	0.292	0.333	උදාසීන
apathy	0.184	0.212	0.204	උදාසීනත්වය
ape	0.548	0.389	0.336	වානරයා
aperture	0.612	0.450	0.667	විවරය
apex	0.570	0.433	0.418	අග්ර
aphid	0.388	0.473	0.407	කුඩිත්තන්
aphrodisiac	0.750	0.846	0.667	කෘමිනාශක
apiece	0.439	0.259	0.383	කොටසක්
aplomb	0.500	0.509	0.582	අපොයි
apocalypse	0.050	0.867	0.736	එළිදරව්ව
apocalyptic	0.173	0.880	0.750	එළිදරව්
apologetic	0.479	0.461	0.571	සමාව අයදින
apologist	0.406	0.429	0.526	සමාව අයදිනවා
apologize	0.551	0.378	0.389	සමාව ඉල්ලන්න
apology	0.571	0.346	0.402	සමාව අයැදීම
apostasy	0.388	0.520	0.517	ඇදහිල්ල අත්හැරීම
apostate	0.342	0.500	0.528	ඇදහිල්ල අත්හළ
apostle	0.646	0.347	0.732	ප්රේරිත
apostolic	0.592	0.300	0.717	අපෝස්තලික
apostrophe	0.469	0.368	0.537	අපෝස්ට්‍රොෆි
apothecary	0.561	0.328	0.529	ඖෂධවේදියා
appalled	0.194	0.792	0.562	භීතියට පත් විය
appalling	0.160	0.827	0.415	භයානකයි
apparatus	0.375	0.353	0.377	උපකරණ
apparel	0.698	0.435	0.453	ඇඟලුම්
apparent	0.473	0.383	0.398	පෙනෙනවා
apparently	0.531	0.410	0.426	පෙනෙන විදිහට
apparition	0.406	0.573	0.636	අවතාරය
appeal	0.663	0.598	0.558	අභියාචනය
appear	0.735	0.506	0.567	පෙනී යයි
appearance	0.669	0.490	0.534	පෙනුම
appease	0.633	0.278	0.434	සනසන්න
appellant	0.327	0.588	0.568	අභියාචනාකරු
append	0.573	0.464	0.453	එකතු කරන්න
appendage	0.229	0.382	0.438	උපග්රන්ථය
appendectomy	0.177	0.670	0.554	ඇපෙන්ඩෙක්ටෝමි
appendicitis	0.031	0.640	0.347	ඇපෙන්ඩිසයිටිස්
appendix	0.365	0.387	0.425	උපග්රන්ථය
appetite	0.704	0.637	0.581	ආහාර රුචිය
appetizer	0.755	0.560	0.406	ආහාර රුචිය
appetizing	0.806	0.657	0.688	ආහාර රුචිය
applaud	0.865	0.824	0.464	අත්පොළසන් දෙනවා
applause	0.953	0.857	0.621	අත්පොළසන් දීම
apple	0.811	0.300	0.264	ඇපල්
apple juice	0.765	0.204	0.294	ඇපල් යුෂ
applejack	0.604	0.431	0.473	applejack
applesauce	0.750	0.167	0.291	ඇපල් යුෂ
appliance	0.582	0.453	0.538	උපකරණය
appliances	0.594	0.394	0.567	උපකරණ
applicability	0.677	0.490	0.741	අදාළත්වය
applicable	0.469	0.430	0.667	අදාළ වේ
applicant	0.612	0.558	0.688	ඉල්ලුම්කරු
application	0.646	0.445	0.726	අයදුම්පත
apply	0.612	0.321	0.667	අයදුම් කරන්න
appoint	0.565	0.330	0.509	පත් කරනවා
appointment	0.688	0.594	0.547	පත්වීම
appointments	0.745	0.677	0.625	පත්වීම්
apportion	0.677	0.490	0.638	බෙදීම
apportionment	0.552	0.481	0.453	බෙදීම
appraisal	0.417	0.667	0.682	තක්සේරුව
appraise	0.677	0.490	0.696	තක්සේරු කරන්න
appreciable	0.873	0.491	0.778	අගය කළ හැකි ය
appreciate	0.885	0.422	0.741	අගය කරනවා
appreciated	0.910	0.434	0.779	අගය කළා
appreciates	0.765	0.500	0.656	අගය කරයි
appreciation	0.917	0.529	0.588	අගය කිරීම
appreciative	0.857	0.380	0.654	අගය කරන
apprehend	0.521	0.624	0.696	අල්ලාගන්න
